ID,No.,Type,Star,Name,Doll ID,Doll,Damage,Accuracy,Evasion,Move Speed,Rate of Fire,Crit.Rate,Crit.Damage,Armor Pen.,Armor,Shield,Damage Amplify,Damage Reduction,Night View,Rounds,Equip Exp,Equip Level,EQUIP_INFO_ADJUST_MAX,Adjust Count,Locked
40431730,348,Sp. Eq (Exclusive),★★★★★,Custom 10mm Auto Rounds,-,-,7.5341,4.0804,-,-,-,-,-,-8.7829,-,-,-,-,-,-,1,0,,0,Locked
40438424,309,Focus Chip (Body),★★★★★,Focus Chip,-,-,4.7718,-,-,-,-13.5895,-,15.5755%,-,-,-,-,-,-,-,0,0,,0,Locked
40460724,349,Sp. Eq (Exclusive),★★★★★,Custom Comms Headset,-,-,3,-,-,8,-,-,-,-,-,-,-,-,-,-,1,0,MAX,16,Locked
40507539,160,Sp. Eq (Exclusive),★★★★★,No32 MKI,-,-,-,-,-,-,2.0000,24.0000%,-,-,-,-,-,-,-,-,1,0,MAX,0,Locked
40552395,227,SNIP (Ammo),★★★★★,M1022 Sniper Rounds,-,-,6.9212,-,-,-,-,-,-,76.5870,-,-,-,-,-,-,1,0,,0,Locked
40562534,156,Sp. Eq (Exclusive),★★★★★,AMP COMPSP,-,-,7,10,10.0000,-,-,-,-,-,-,-,-,-,-,-,1,0,MAX,6,Locked
40572488,305,SF Taclight (Acc),★★★★★,S.F. Modified Tactical Light,-,-,-,-,2.879,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
40592604,305,SF Taclight (Acc),★★★★★,S.F. Modified Tactical Light,-,-,-,-,2.8673,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
40637619,343,Sp. Eq (Exclusive),★★★★★,Type 64 Signal Flare,156351609,Type64 Mod,-,7.6260,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,1,Locked
40675488,305,SF Taclight (Acc),★★★★★,S.F. Modified Tactical Light,-,-,-,-,2.2127,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
40675511,105,Sp. Eq (Exclusive),★★★★★,PM 5-25X56,-,-,-,-,-,-,-,48.0000%,20.0000%,-,-,-,-,-,-,-,30000,10,MAX,0,Locked
40692323,357,Sp. Eq (Exclusive),★★★★★,TC High-Performance Exoskeleton,48664141,Contender,-,-,14.0556,-,-,-,-,-,-,-,-,-,-,-,1,0,,0,Locked
40706252,231,Birdshot (Shell),★★★★★,#7.5 Birdshot,-,-,-,-,-,-,7.6466,-,-15.7010%,-,-,-,-,-,-,-,1,0,,0,Locked
40719692,235,Flash (Shell),★★★★★,Shotgun Flash Shells,-,-,-,11.7764,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,0,Locked
40759254,342,Sp. Eq (Exclusive),★★★★★,Type 57 Signal Flare,-,-,-,8.0,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,1,Locked
40765178,218,Sp. Eq (Exclusive),★★★★★,High-Performance Camouflaged Exoskeleton,156351609,Type64 Mod,-,-,30,-,-,-,-,-,-,-,-,-,-,-,30000,10,MAX,6,Locked
40842767,355,Sp. Eq (Exclusive),★★★★★,Multi-Purpose Crinoline,45542956,PPK Mod,-,-,18,-,-,-,-,-,-,-,-,-,-,-,1,0,MAX,12,Locked
40864099,225,Flare (Ammo),★★★★★,Signal Flare,-,-,-,-,-,-,-3.5232,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
40872544,356,Sp. Eq (Exclusive),★★★★★,M856 Tracer Rounds,47598357,416 Mod,20,-,-,-,-,-,-,-,-,-,-,-,-,-,30000,10,MAX,6,Locked
40872545,364,Sp. Eq (Exclusive),★★★★★,Patrol Helmet,-,-,-,-,-,3.0000,-,-,-,-,6.6252,-,-,-,-,-,1,0,,0,Locked
40885428,225,Flare (Ammo),★★★★★,Signal Flare,-,-,-,-,-,-,-3.3152,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
40929763,44,Plate (Body),★★★★★,Type 3 Armor Plate,-,-,-,-,-2.7023,-,-,-,-,-,8.4071,-,-,-,-,-,10000,10,,0,Locked
40929764,337,Sp. Eq (Exclusive),★★★★★,7BT1,45983144,Mosin-Nagant Mod,-,-,-,-,1,-,-,236.8,-,-,-,-,-,-,30000,10,,1,Locked
40929771,105,Sp. Eq (Exclusive),★★★★★,PM 5-25X56,-,-,-,-,-,-,-,48.000%,20.0000%,-,-,-,-,-,-,-,30000,10,MAX,0,Locked
41037688,387,Sp. Eq (Exclusive),★★★★★,Crisp Leather Jacket,-,-,-2.1118,-,15.4743,-,-,-,-,-,-,-,-,-,-,-,1,0,,0,Locked
41037690,389,Sp. Eq (Exclusive),★★★★★,Red Spectacles,-,-,3.4516,1,-,-,-,24.0004%,-,-,-,-,-,-,-,-,1,0,,1,Locked
41167907,358,Sp. Eq (Exclusive),★★★★★,.45UMP Hollow-Point Rounds,-,-,7.312,9.1622,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,0,Locked
41167908,359,Sp. Eq (Exclusive),★★★★★,9mm UMP Hollow-Point Rounds,-,-,5.3594,-,-,-,-,7.7568%,-,-,-,-,-,-,-,-,1,0,,0,Locked
41167909,44,Plate (Body),★★★★★,Type 3 Armor Plate,-,-,-,-,-2.3248,-,-,-,-,-,6.2746,-,-,-,-,-,1,0,,0,Locked
41167910,44,Plate (Body),★★★★★,Type 3 Armor Plate,-,-,-,-,-2.153,-,-,-,-,-,6.9534,-,-,-,-,-,1,0,,0,Locked
41185959,229,SLAP (Ammo),★★★★★,Mk1000 SLAP,-,-,-,-,-,-,-5.0000,-,-,486.8140,-,-,-,-,-,-,10000,10,,0,Locked
41211966,90,Cape (Body),★★★★★,Thermoptic Camouflage Cape,-,-,-,-,-,-3.0000,-,-,12.8092%,-,-,-,-,-,-,-,0,0,,0,Locked
41211978,44,Plate (Body),★★★★★,Type 3 Armor Plate,-,-,-,-,-2.0664,-,-,-,-,-,6.570,-,-,-,-,-,1,0,,0,Locked
41255708,235,Flash (Shell),★★★★★,Shotgun Flash Shells,-,-,-,9.1172,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,0,Locked
41289124,238,Sp. Eq (Exclusive),★★★★★,9x18mm FTX,46202273,Makarov Mod,5.8472,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,0,Locked
41305039,115,Sp. Eq (Exclusive),★★★★★,Digital Camouflage,-,-,4.964,-,-,-3.0000,-,-,20.3338%,-,-,-,-,-,-,-,30000,10,,0,Locked
41305040,131,Sp. Eq (Exclusive),★★★★★,MGO 6X48,-,-,1.0000,16.00,-,-,-,15.0000%,-,-,-,-,-,-,-,-,1,0,,2,Locked
41305041,124,Sp. Eq (Exclusive),★★★★★,Gr G3 Barrel Kit,-,-,3.0435,-,-,-,-,23.0921%,-,-,-,-,-,-,-,-,1,0,,0,Locked
41322528,365,Sp. Eq (Exclusive),★★★★★,Tactical Headdress,98461595,Type88 Mod,-,-,-,-,5,-,30%,-,-,-,-,-,-,-,30000,10,MAX,16,Locked
41322530,44,Plate (Body),★★★★★,Type 3 Armor Plate,-,-,-,-,-2.7569,-,-,-,-,-,6.8844,-,-,-,-,-,1,0,,0,Locked
41347054,225,Flare (Ammo),★★★★★,Signal Flare,-,-,-,-,-,-,-3.0608,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
41364824,320,Sp. Eq (Exclusive),★★★★★,MAB High-Power Exoskeleton,-,-,1.9634,-,23.4180,-,-,-,-,-,-,-,-,-,-,-,1,0,,0,Locked
41395612,90,Cape (Body),★★★★★,Thermoptic Camouflage Cape,-,-,-,-,-,-3.0000,-,-,13.256%,-,-,-,-,-,-,-,1,0,,0,Locked
41403564,373,Sp. Eq (Exclusive),★★★★★,GP11 Modified Rounds,-,-,3.5768,-,-,-,-,-,-,117.7980,-,-,-,-,-,-,1,0,,0,Locked
41411738,369,Sp. Eq (Exclusive),★★★★★,Mk948SLAP,-,-,5,-,-,-,-,-,-,550,-,-,-,-,-,-,30000,10,MAX,16,Locked
41411771,234,Processor Chip (Body),★★★★★,#2 Processor,-,-,9.1730,-,-,-,13.6048,-,-50.0000%,-,-,-,-,-,-,-,1,0,,0,Locked
41427364,235,Flash (Shell),★★★★★,Shotgun Flash Shells,-,-,-,8.7004,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,0,Locked
41427441,285,Sp. Eq (Exclusive),★★★★★,KWS Stock,-,-,10,5,-,-,-,42.0004%,-,-,-,-,-,-,-,-,30000,10,,5,Locked
